datetime,country,precio_eur_mwh
2026-05-30 08:00:00,FR,121.99
2026-05-30 09:00:00,FR,116.39
2026-05-30 10:00:00,FR,107.0
2026-05-30 11:00:00,FR,84.57
2026-05-30 12:00:00,FR,94.47
2026-05-30 13:00:00,FR,72.75
2026-05-30 14:00:00,FR,45.0
2026-05-30 15:00:00,FR,34.58
2026-05-30 16:00:00,FR,30.0
2026-05-30 17:00:00,FR,10.0
2026-05-30 18:00:00,FR,17.0
2026-05-30 19:00:00,FR,52.8
2026-05-30 20:00:00,FR,5.56
2026-05-30 21:00:00,FR,86.42
2026-05-30 22:00:00,FR,92.07
2026-05-30 23:00:00,FR,112.71
2026-05-31 00:00:00,FR,104.67
2026-05-31 01:00:00,FR,101.25
2026-05-31 02:00:00,FR,0.51
2026-05-31 03:00:00,FR,96.7
2026-05-31 04:00:00,FR,101.33
2026-05-31 05:00:00,FR,156.2
2026-05-31 06:00:00,FR,93.84
2026-05-31 07:00:00,FR,170.99
2026-05-31 08:00:00,FR,0.84
2026-05-31 09:00:00,FR,122.67
2026-05-31 10:00:00,FR,52.38
2026-05-31 11:00:00,FR,43.01
2026-05-31 12:00:00,FR,47.67
2026-05-31 13:00:00,FR,160.51
2026-05-31 14:00:00,FR,172.5
2026-05-31 15:00:00,FR,34.44
2026-05-31 16:00:00,FR,5.27
2026-05-31 17:00:00,FR,1.75
2026-05-31 18:00:00,FR,0.1
2026-05-31 19:00:00,FR,0.0
2026-05-31 20:00:00,FR,28.72
2026-05-31 21:00:00,FR,41.51
2026-05-31 22:00:00,FR,133.26
2026-05-31 23:00:00,FR,110.72
2026-06-01 00:00:00,FR,61.12
2026-06-01 01:00:00,FR,103.68
2026-06-01 02:00:00,FR,99.0
2026-06-01 03:00:00,FR,6.82
2026-06-01 04:00:00,FR,109.41
2026-06-01 05:00:00,FR,26.59
2026-06-01 06:00:00,FR,-0.11
2026-06-01 07:00:00,FR,169.1
2026-06-01 08:00:00,FR,128.84
2026-06-01 09:00:00,FR,-0.11
2026-06-01 10:00:00,FR,-0.1
2026-06-01 11:00:00,FR,-0.11
2026-06-01 12:00:00,FR,140.34
2026-06-01 13:00:00,FR,0.84
2026-06-01 14:00:00,FR,17.08
2026-06-01 15:00:00,FR,152.43
2026-06-01 16:00:00,FR,35.43
2026-06-01 17:00:00,FR,152.43
2026-06-01 18:00:00,FR,0.51
2026-06-01 19:00:00,FR,0.0
2026-06-01 20:00:00,FR,136.46
2026-06-01 21:00:00,FR,34.2
2026-06-01 22:00:00,FR,32.76
2026-06-01 23:00:00,FR,43.22
2026-06-02 00:00:00,FR,122.77
2026-06-02 01:00:00,FR,25.45
2026-06-02 02:00:00,FR,-0.01
2026-06-02 03:00:00,FR,111.46
2026-06-02 04:00:00,FR,45.11
2026-06-02 05:00:00,FR,83.69
2026-06-02 06:00:00,FR,87.38
2026-06-02 07:00:00,FR,109.42
2026-06-02 08:00:00,FR,80.0
2026-06-02 09:00:00,FR,110.57
2026-06-02 10:00:00,FR,100.2
2026-06-02 11:00:00,FR,111.2
2026-06-02 12:00:00,FR,105.64
2026-06-02 13:00:00,FR,22.2
2026-06-02 14:00:00,FR,32.96
2026-06-02 15:00:00,FR,110.29
2026-06-02 16:00:00,FR,-0.01
2026-06-02 17:00:00,FR,22.96
2026-06-02 18:00:00,FR,15.58
2026-06-02 19:00:00,FR,111.59
2026-06-02 20:00:00,FR,111.2
2026-06-02 21:00:00,FR,12.53
2026-06-02 22:00:00,FR,0.0
2026-06-02 23:00:00,FR,27.4
2026-06-03 00:00:00,FR,0.0
2026-06-03 01:00:00,FR,0.84
2026-06-03 02:00:00,FR,26.32
2026-06-03 03:00:00,FR,39.33
2026-06-03 04:00:00,FR,5.59
2026-06-03 05:00:00,FR,24.46
2026-06-03 06:00:00,FR,41.08
2026-06-03 07:00:00,FR,56.5
2026-06-03 08:00:00,FR,39.93
2026-06-03 09:00:00,FR,63.24
2026-06-03 10:00:00,FR,72.89
2026-06-03 11:00:00,FR,1.51
2026-06-03 12:00:00,FR,14.52
2026-06-03 13:00:00,FR,5.79
2026-06-03 14:00:00,FR,90.17
2026-06-03 15:00:00,FR,93.22
2026-06-03 16:00:00,FR,100.72
2026-06-03 17:00:00,FR,100.8
2026-06-03 18:00:00,FR,0.04
2026-06-03 19:00:00,FR,11.47
2026-06-03 20:00:00,FR,15.87
2026-06-03 21:00:00,FR,12.01
2026-06-03 22:00:00,FR,19.17
2026-06-03 23:00:00,FR,85.32
2026-06-04 00:00:00,FR,24.11
2026-06-04 01:00:00,FR,38.91
2026-06-04 02:00:00,FR,21.87
2026-06-04 03:00:00,FR,71.34
2026-06-04 04:00:00,FR,55.57
2026-06-04 05:00:00,FR,28.28
2026-06-04 06:00:00,FR,16.62
2026-06-04 07:00:00,FR,26.19
2026-06-04 08:00:00,FR,28.11
2026-06-04 09:00:00,FR,11.89
2026-06-04 10:00:00,FR,26.54
2026-06-04 11:00:00,FR,1.32
2026-06-04 12:00:00,FR,131.57
2026-06-04 13:00:00,FR,0.0
2026-06-04 14:00:00,FR,144.23
2026-06-04 15:00:00,FR,140.0
2026-06-04 16:00:00,FR,152.43
2026-06-04 17:00:00,FR,-0.09
2026-06-04 18:00:00,FR,146.72
2026-06-04 19:00:00,FR,-0.05
2026-06-04 20:00:00,FR,133.01
2026-06-04 21:00:00,FR,130.0
2026-06-04 23:00:00,FR,118.13
2026-06-05 00:00:00,FR,0.0
2026-06-05 02:00:00,FR,0.51
2026-06-05 03:00:00,FR,1.5
2026-06-05 04:00:00,FR,1.0
2026-06-05 05:00:00,FR,2.0
2026-06-05 06:00:00,FR,-0.05
2026-06-05 07:00:00,FR,24.01
2026-06-05 08:00:00,FR,-0.01
2026-06-05 09:00:00,FR,28.61
2026-06-05 10:00:00,FR,21.54
2026-06-05 11:00:00,FR,23.41
2026-06-05 12:00:00,FR,-0.09
2026-06-05 13:00:00,FR,22.98
2026-06-05 14:00:00,FR,-0.11
2026-06-05 15:00:00,FR,24.16
2026-06-05 16:00:00,FR,31.75
2026-06-05 17:00:00,FR,28.72
2026-06-05 18:00:00,FR,-0.1
2026-06-05 19:00:00,FR,29.01
2026-06-05 20:00:00,FR,-0.01
2026-06-05 21:00:00,FR,16.09
2026-06-05 22:00:00,FR,50.99
2026-06-05 23:00:00,FR,30.26
2026-06-06 01:00:00,FR,0.51
2026-06-06 02:00:00,FR,1.01
2026-06-06 03:00:00,FR,3.08
2026-06-06 04:00:00,FR,9.94
2026-06-06 05:00:00,FR,29.38
2026-06-06 06:00:00,FR,25.25
2026-06-06 07:00:00,FR,33.45
2026-06-06 08:00:00,FR,13.99
2026-06-06 09:00:00,FR,27.63
2026-06-06 10:00:00,FR,25.7
2026-06-06 11:00:00,FR,8.93
2026-06-06 12:00:00,FR,11.21
2026-06-06 13:00:00,FR,4.8
2026-06-06 14:00:00,FR,16.57
2026-06-06 15:00:00,FR,10.07
2026-06-06 16:00:00,FR,16.12
2026-06-06 17:00:00,FR,6.96
2026-06-06 18:00:00,FR,48.45
2026-06-06 19:00:00,FR,15.31
2026-06-06 20:00:00,FR,20.57
2026-06-06 21:00:00,FR,0.0
2026-06-06 22:00:00,FR,24.67
2026-06-06 23:00:00,FR,0.09
