datetime,precio_eur_mwh
2026-05-27 00:00:00+02:00,140.52
2026-05-27 00:00:00+02:00,140.52
2026-05-27 00:00:00+02:00,140.52
2026-05-27 00:00:00+02:00,140.12
2026-05-27 00:00:00+02:00,140.61
2026-05-27 00:00:00+02:00,140.43
2026-05-27 00:15:00+02:00,135.84
2026-05-27 00:15:00+02:00,135.84
2026-05-27 00:15:00+02:00,135.84
2026-05-27 00:15:00+02:00,135.31
2026-05-27 00:15:00+02:00,135.85
2026-05-27 00:15:00+02:00,135.65
2026-05-27 00:30:00+02:00,133.44
2026-05-27 00:30:00+02:00,133.27
2026-05-27 00:30:00+02:00,133.53
2026-05-27 00:30:00+02:00,130.01
2026-05-27 00:30:00+02:00,130.01
2026-05-27 00:30:00+02:00,130.01
2026-05-27 00:45:00+02:00,129.71
2026-05-27 00:45:00+02:00,129.71
2026-05-27 00:45:00+02:00,129.71
2026-05-27 00:45:00+02:00,130.19
2026-05-27 00:45:00+02:00,130.63
2026-05-27 00:45:00+02:00,130.5
2026-05-27 01:00:00+02:00,134.5
2026-05-27 01:00:00+02:00,133.49
2026-05-27 01:00:00+02:00,134.5
2026-05-27 01:00:00+02:00,129.71
2026-05-27 01:00:00+02:00,129.71
2026-05-27 01:00:00+02:00,129.71
2026-05-27 01:15:00+02:00,125.01
2026-05-27 01:15:00+02:00,125.01
2026-05-27 01:15:00+02:00,125.01
2026-05-27 01:15:00+02:00,128.1
2026-05-27 01:15:00+02:00,129.11
2026-05-27 01:15:00+02:00,129.11
2026-05-27 01:30:00+02:00,127.72
2026-05-27 01:30:00+02:00,126.88
2026-05-27 01:30:00+02:00,127.62
2026-05-27 01:30:00+02:00,125.01
2026-05-27 01:30:00+02:00,125.01
2026-05-27 01:30:00+02:00,125.01
2026-05-27 01:45:00+02:00,121.99
2026-05-27 01:45:00+02:00,121.6
2026-05-27 01:45:00+02:00,121.87
2026-05-27 01:45:00+02:00,118.02
2026-05-27 01:45:00+02:00,118.02
2026-05-27 01:45:00+02:00,118.02
2026-05-27 02:00:00+02:00,119.0
2026-05-27 02:00:00+02:00,119.0
2026-05-27 02:00:00+02:00,119.0
2026-05-27 02:00:00+02:00,122.66
2026-05-27 02:00:00+02:00,122.89
2026-05-27 02:00:00+02:00,122.79
2026-05-27 02:15:00+02:00,121.15
2026-05-27 02:15:00+02:00,121.07
2026-05-27 02:15:00+02:00,121.04
2026-05-27 02:15:00+02:00,116.42
2026-05-27 02:15:00+02:00,116.42
2026-05-27 02:15:00+02:00,116.42
2026-05-27 02:30:00+02:00,112.0
2026-05-27 02:30:00+02:00,112.0
2026-05-27 02:30:00+02:00,112.0
2026-05-27 02:30:00+02:00,120.07
2026-05-27 02:30:00+02:00,119.75
2026-05-27 02:30:00+02:00,119.75
2026-05-27 02:45:00+02:00,117.89
2026-05-27 02:45:00+02:00,117.83
2026-05-27 02:45:00+02:00,118.4
2026-05-27 02:45:00+02:00,108.71
2026-05-27 02:45:00+02:00,108.71
2026-05-27 02:45:00+02:00,108.71
2026-05-27 03:00:00+02:00,110.21
2026-05-27 03:00:00+02:00,110.21
2026-05-27 03:00:00+02:00,110.21
2026-05-27 03:00:00+02:00,119.29
2026-05-27 03:00:00+02:00,117.83
2026-05-27 03:00:00+02:00,118.55
2026-05-27 03:15:00+02:00,116.46
2026-05-27 03:15:00+02:00,118.85
2026-05-27 03:15:00+02:00,117.59
2026-05-27 03:15:00+02:00,105.39
2026-05-27 03:15:00+02:00,110.0
2026-05-27 03:15:00+02:00,110.0
2026-05-27 03:30:00+02:00,110.21
2026-05-27 03:30:00+02:00,103.31
2026-05-27 03:30:00+02:00,110.21
2026-05-27 03:30:00+02:00,118.88
2026-05-27 03:30:00+02:00,116.04
2026-05-27 03:30:00+02:00,117.37
2026-05-27 03:45:00+02:00,112.17
2026-05-27 03:45:00+02:00,118.46
2026-05-27 03:45:00+02:00,115.05
2026-05-27 03:45:00+02:00,86.6
2026-05-27 03:45:00+02:00,110.0
2026-05-27 03:45:00+02:00,110.0
2026-05-27 04:00:00+02:00,113.67
2026-05-27 04:00:00+02:00,116.35
2026-05-27 04:00:00+02:00,114.91
2026-05-27 04:00:00+02:00,101.99
2026-05-27 04:00:00+02:00,108.71
2026-05-27 04:00:00+02:00,108.71
2026-05-27 04:15:00+02:00,108.71
2026-05-27 04:15:00+02:00,97.16
2026-05-27 04:15:00+02:00,108.71
2026-05-27 04:15:00+02:00,118.94
2026-05-27 04:15:00+02:00,114.83
2026-05-27 04:15:00+02:00,116.73
2026-05-27 04:30:00+02:00,117.28
2026-05-27 04:30:00+02:00,115.34
2026-05-27 04:30:00+02:00,119.54
2026-05-27 04:30:00+02:00,97.28
