datetime,country,precio_eur_mwh
2026-05-29 05:00:00,ES,124.0
2026-05-29 06:00:00,ES,137.28
2026-05-29 07:00:00,ES,107.26
2026-05-29 08:00:00,ES,7.7
2026-05-29 09:00:00,ES,116.12
2026-05-29 10:00:00,ES,8.69
2026-05-29 11:00:00,ES,118.11
2026-05-29 12:00:00,ES,-0.09
2026-05-29 13:00:00,ES,6.54
2026-05-29 14:00:00,ES,115.48
2026-05-29 15:00:00,ES,13.17
2026-05-29 16:00:00,ES,110.76
2026-05-29 17:00:00,ES,110.61
2026-05-29 18:00:00,ES,6.32
2026-05-29 19:00:00,ES,2.51
2026-05-29 20:00:00,ES,10.75
2026-05-29 21:00:00,ES,24.51
2026-05-29 22:00:00,ES,41.07
2026-05-29 23:00:00,ES,25.0
2026-05-30 00:00:00,ES,130.0
2026-05-30 01:00:00,ES,14.5
2026-05-30 02:00:00,ES,46.43
2026-05-30 03:00:00,ES,-0.07
2026-05-30 04:00:00,ES,166.11
2026-05-30 05:00:00,ES,25.0
2026-05-30 06:00:00,ES,93.83
2026-05-30 07:00:00,ES,135.03
2026-05-30 08:00:00,ES,28.35
2026-05-30 09:00:00,ES,111.85
2026-05-30 10:00:00,ES,105.0
2026-05-30 11:00:00,ES,121.32
2026-05-30 12:00:00,ES,0.01
2026-05-30 13:00:00,ES,72.75
2026-05-30 14:00:00,ES,7.28
2026-05-30 15:00:00,ES,14.3
2026-05-30 16:00:00,ES,116.6
2026-05-30 17:00:00,ES,-0.84
2026-05-30 18:00:00,ES,118.7
2026-05-30 19:00:00,ES,134.71
2026-05-30 20:00:00,ES,129.89
2026-05-30 21:00:00,ES,0.44
2026-05-30 22:00:00,ES,0.84
2026-05-30 23:00:00,ES,-6.08
2026-05-31 00:00:00,ES,147.43
2026-05-31 01:00:00,ES,159.07
2026-05-31 02:00:00,ES,101.39
2026-05-31 03:00:00,ES,99.49
2026-05-31 04:00:00,ES,85.81
2026-05-31 05:00:00,ES,0.18
2026-05-31 06:00:00,ES,0.08
2026-05-31 07:00:00,ES,1.24
2026-05-31 08:00:00,ES,85.62
2026-05-31 09:00:00,ES,9.34
2026-05-31 10:00:00,ES,47.17
2026-05-31 11:00:00,ES,117.46
2026-05-31 12:00:00,ES,59.44
2026-05-31 13:00:00,ES,0.0
2026-05-31 14:00:00,ES,165.01
2026-05-31 15:00:00,ES,149.87
2026-05-31 16:00:00,ES,170.02
2026-05-31 17:00:00,ES,93.72
2026-05-31 18:00:00,ES,1.96
2026-05-31 19:00:00,ES,12.46
2026-05-31 20:00:00,ES,93.84
2026-05-31 21:00:00,ES,0.0
2026-05-31 22:00:00,ES,0.84
2026-05-31 23:00:00,ES,128.92
2026-06-01 00:00:00,ES,80.0
2026-06-01 01:00:00,ES,-0.56
2026-06-01 02:00:00,ES,72.66
2026-06-01 03:00:00,ES,70.19
2026-06-01 04:00:00,ES,94.66
2026-06-01 05:00:00,ES,119.58
2026-06-01 06:00:00,ES,93.08
2026-06-01 07:00:00,ES,106.65
2026-06-01 08:00:00,ES,117.29
2026-06-01 09:00:00,ES,115.88
2026-06-01 10:00:00,ES,0.0
2026-06-01 11:00:00,ES,-0.11
2026-06-01 12:00:00,ES,-0.02
2026-06-01 13:00:00,ES,0.0
2026-06-01 14:00:00,ES,158.01
2026-06-01 15:00:00,ES,28.01
2026-06-01 16:00:00,ES,-6.81
2026-06-01 17:00:00,ES,13.85
2026-06-01 18:00:00,ES,13.57
2026-06-01 19:00:00,ES,67.74
2026-06-01 20:00:00,ES,100.0
2026-06-01 21:00:00,ES,1.23
2026-06-01 22:00:00,ES,17.62
2026-06-01 23:00:00,ES,71.42
2026-06-02 00:00:00,ES,77.01
2026-06-02 01:00:00,ES,75.01
2026-06-02 02:00:00,ES,61.94
2026-06-02 03:00:00,ES,109.9
2026-06-02 04:00:00,ES,129.61
2026-06-02 05:00:00,ES,0.04
2026-06-02 06:00:00,ES,116.32
2026-06-02 07:00:00,ES,110.06
2026-06-02 08:00:00,ES,106.68
2026-06-02 09:00:00,ES,108.92
2026-06-02 10:00:00,ES,110.4
2026-06-02 11:00:00,ES,120.21
2026-06-02 12:00:00,ES,0.0
2026-06-02 13:00:00,ES,49.9
2026-06-02 14:00:00,ES,32.96
2026-06-02 15:00:00,ES,17.01
2026-06-02 16:00:00,ES,115.0
2026-06-02 17:00:00,ES,93.87
2026-06-02 18:00:00,ES,0.14
2026-06-02 19:00:00,ES,10.52
2026-06-02 20:00:00,ES,116.03
2026-06-02 21:00:00,ES,1.0
2026-06-02 22:00:00,ES,27.69
2026-06-02 23:00:00,ES,100.2
2026-06-03 00:00:00,ES,1.0
2026-06-03 01:00:00,ES,0.84
2026-06-03 02:00:00,ES,98.0
2026-06-03 03:00:00,ES,106.21
2026-06-03 04:00:00,ES,22.0
2026-06-03 05:00:00,ES,94.0
2026-06-03 06:00:00,ES,101.12
2026-06-03 07:00:00,ES,70.43
2026-06-03 08:00:00,ES,12.66
2026-06-03 09:00:00,ES,92.22
2026-06-03 10:00:00,ES,97.9
2026-06-03 11:00:00,ES,49.0
2026-06-03 12:00:00,ES,104.2
2026-06-03 13:00:00,ES,1.2
2026-06-03 14:00:00,ES,-5.26
2026-06-03 15:00:00,ES,100.42
2026-06-03 16:00:00,ES,100.72
2026-06-03 17:00:00,ES,105.9
2026-06-03 18:00:00,ES,-10.82
2026-06-03 19:00:00,ES,100.42
2026-06-03 20:00:00,ES,4.29
2026-06-03 21:00:00,ES,100.9
2026-06-03 22:00:00,ES,0.0
2026-06-03 23:00:00,ES,-10.82
2026-06-04 00:00:00,ES,100.38
2026-06-04 01:00:00,ES,38.91
2026-06-04 02:00:00,ES,51.0
2026-06-04 03:00:00,ES,-14.0
2026-06-04 04:00:00,ES,0.0
2026-06-04 05:00:00,ES,85.18
2026-06-04 06:00:00,ES,92.97
2026-06-04 07:00:00,ES,100.9
2026-06-04 08:00:00,ES,100.0
2026-06-04 09:00:00,ES,0.0
2026-06-04 10:00:00,ES,126.0
2026-06-04 11:00:00,ES,3.0
2026-06-04 12:00:00,ES,131.57
2026-06-04 13:00:00,ES,0.01
2026-06-04 14:00:00,ES,-5.0
2026-06-04 15:00:00,ES,132.5
2026-06-04 16:00:00,ES,142.43
2026-06-04 17:00:00,ES,-20.0
2026-06-04 18:00:00,ES,136.68
2026-06-04 19:00:00,ES,-0.5
2026-06-04 20:00:00,ES,-0.01
2026-06-04 21:00:00,ES,117.07
2026-06-04 22:00:00,ES,-0.04
2026-06-04 23:00:00,ES,-3.51
2026-06-05 00:00:00,ES,-10.29
2026-06-05 01:00:00,ES,-10.71
2026-06-05 02:00:00,ES,-3.26
2026-06-05 03:00:00,ES,1.1
2026-06-05 04:00:00,ES,0.0
2026-06-05 05:00:00,ES,4.18
2026-06-05 06:00:00,ES,-2.06
2026-06-05 07:00:00,ES,-2.86
2026-06-05 08:00:00,ES,19.75
2026-06-05 09:00:00,ES,61.07
2026-06-05 10:00:00,ES,84.63
2026-06-05 11:00:00,ES,105.14
2026-06-05 12:00:00,ES,-0.09
2026-06-05 13:00:00,ES,92.16
2026-06-05 14:00:00,ES,104.86
2026-06-05 15:00:00,ES,109.86
2026-06-05 16:00:00,ES,94.86
2026-06-05 17:00:00,ES,93.42
2026-06-05 18:00:00,ES,-4.1
2026-06-05 19:00:00,ES,101.92
2026-06-05 20:00:00,ES,0.0
2026-06-05 21:00:00,ES,101.68
2026-06-05 22:00:00,ES,101.68
2026-06-05 23:00:00,ES,101.13
2026-06-06 00:00:00,ES,0.0
2026-06-06 01:00:00,ES,1.5
2026-06-06 02:00:00,ES,3.7
2026-06-06 03:00:00,ES,7.21
2026-06-06 04:00:00,ES,24.94
2026-06-06 05:00:00,ES,39.11
2026-06-06 06:00:00,ES,44.51
2026-06-06 07:00:00,ES,76.8
2026-06-06 08:00:00,ES,84.9
2026-06-06 09:00:00,ES,101.56
2026-06-06 10:00:00,ES,123.64
2026-06-06 11:00:00,ES,137.74
2026-06-06 12:00:00,ES,128.85
2026-06-06 13:00:00,ES,146.24
2026-06-06 14:00:00,ES,133.15
2026-06-06 15:00:00,ES,143.89
2026-06-06 16:00:00,ES,137.45
2026-06-06 17:00:00,ES,117.25
2026-06-06 18:00:00,ES,113.74
2026-06-06 19:00:00,ES,126.01
2026-06-06 20:00:00,ES,121.69
2026-06-06 21:00:00,ES,131.74
2026-06-06 22:00:00,ES,118.74
2026-06-06 23:00:00,ES,125.01
